,video-id,fold-ind,startphrase,sent1,sent2,gold-source,ending0,ending1,ending2,ending3,label
95,lsmdc0006_Clerks-48839,15986,"Someone looks around, hyperventilating. Someone","beside that , they have differents points of view [MASK] many sublects , that is why they may don '","beside that , they have differents points of view ",gen,"to many sublects , that is why they may don '","in many sublects , that is why they may don '","of many sublects , that is why they may don '","on many sublects , that is why they may don '",3
96,lsmdc0006_Clerks-48839,15985,The ball drops between the two and someone gets flattened. Someone,"finally , to make a decision to not go [MASK] a university when you finish the high school , is","finally , to make a decision to not go ",gold,"for a university when you finish the high school , is","to a university when you finish the high school , is","of a university when you finish the high school , is","in a university when you finish the high school , is",1
97,lsmdc0006_Clerks-48839,15984,The customer winds up and takes a hard shot. The ball,"whatever are the choice , they will have the mark [MASK] their lifes forever .","whatever are the choice , they will have the mark ",gold,on their lifes forever .,in their lifes forever .,to their lifes forever .,of their lifes forever .,0
98,lsmdc0006_Clerks-48839,15986,"Someone looks around, hyperventilating. Someone","i 'm writing [MASK] regard to the watch fossil fs4735 , similar to fs4812",i 'm writing ,gold,"to regard to the watch fossil fs4735 , similar to fs4812","with regard to the watch fossil fs4735 , similar to fs4812","in regard to the watch fossil fs4735 , similar to fs4812","of regard to the watch fossil fs4735 , similar to fs4812",1
99,lsmdc0006_Clerks-48839,15987,Someone calls to the sidelines. Sanford,it depends on how you deal with what you have [MASK] the present to be prepared for the forthcoming changes in,it depends on how you deal with what you have ,gold,of the present to be prepared for the forthcoming changes in,in the present to be prepared for the forthcoming changes in,for the present to be prepared for the forthcoming changes in,to the present to be prepared for the forthcoming changes in,1
100,anetv_rS8T1dAdiCs,16950,We see the girl puts gifts into a gift bag with tissue paper. The girl,it is a shame that a person is working [MASK] many moths for after the people want enjoying his work,it is a shame that a person is working ,gen,of many moths for after the people want enjoying his work,for many moths for after the people want enjoying his work,to many moths for after the people want enjoying his work,in many moths for after the people want enjoying his work,1
101,anetv_rS8T1dAdiCs,16950,We see the girl puts gifts into a gift bag with tissue paper. The girl,this perspective [MASK] life is inspired by contracultural movements and some people call,this perspective ,gold,of life is inspired by contracultural movements and some people call,to life is inspired by contracultural movements and some people call,in life is inspired by contracultural movements and some people call,on life is inspired by contracultural movements and some people call,3
102,anetv_rS8T1dAdiCs,16948,The girl sits at the table and shows a gift bag. A cat,its reason probably woman 's life stile that is going [MASK] big change in the way that they do n't like,its reason probably woman 's life stile that is going ,gold,in big change in the way that they do n't like,of big change in the way that they do n't like,through big change in the way that they do n't like,to big change in the way that they do n't like,2
103,anetv_rS8T1dAdiCs,16951,The girl moves the cat off the table and onto the floor. The girl,the other matter is about our habit [MASK] eating food together with our family that were a custom,the other matter is about our habit ,gold,for eating food together with our family that were a custom,of eating food together with our family that were a custom,in eating food together with our family that were a custom,to eating food together with our family that were a custom,1
104,anetv_rS8T1dAdiCs,16947,We see an intro screen. The girl,"now , we forget big dinner table that are fulled [MASK] family members .","now , we forget big dinner table that are fulled ",gold,by family members .,in family members .,of family members .,to family members .,0
105,anetv_rS8T1dAdiCs,16946,A girl sits a table talking. We,but a good change [MASK] our habit is attention to calery food and healthy food,but a good change ,gold,in our habit is attention to calery food and healthy food,for our habit is attention to calery food and healthy food,to our habit is attention to calery food and healthy food,of our habit is attention to calery food and healthy food,0
106,anetv_rS8T1dAdiCs,16947,We see an intro screen. The girl,"while i was [MASK] the bathroom , me cousin was smoking .",while i was ,gen,"of the bathroom , me cousin was smoking .","in the bathroom , me cousin was smoking .","for the bathroom , me cousin was smoking .","to the bathroom , me cousin was smoking .",1
107,anetv_rS8T1dAdiCs,16949,A cat runs across the table and jumps off. We,"asked him not to smoke , so he was angry [MASK] the whole flight .","asked him not to smoke , so he was angry ",gold,for the whole flight .,in the whole flight .,to the whole flight .,of the whole flight .,0
108,lsmdc1012_Unbreakable-6817,3448,He watches another train pass and looks down before turning to her again. She,"two friends , adam and john decided take a vacation [MASK] pulau langkawi , kedah , malaysia .","two friends , adam and john decided take a vacation ",gold,"to pulau langkawi , kedah , malaysia .","for pulau langkawi , kedah , malaysia .","of pulau langkawi , kedah , malaysia .","in pulau langkawi , kedah , malaysia .",3
109,anetv_yRjaK8wT4Rc,8544,A man is washing his hands in the sink. He,"about one month before departure , they search [MASK] the internet the places that might get interested in their","about one month before departure , they search ",gold,on the internet the places that might get interested in their,to the internet the places that might get interested in their,of the internet the places that might get interested in their,in the internet the places that might get interested in their,0
110,anetv_yRjaK8wT4Rc,8544,A man is washing his hands in the sink. He,she try to have a slow talk with her son [MASK] his room .,she try to have a slow talk with her son ,gen,to his room .,in his room .,of his room .,for his room .,1
